,EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
201,CONCEPTS INFORMATION TECHNOLOGY INC,BUSINESS ANALYST,"86,000","SW WASHINGTON DC, DC",07/16/2020,08/03/2020,CERTIFIED
202,E PRO TECHNOLOGIES LLC,BUSINESS ANALYST,"87,100","LA VISTA, NE",05/18/2020,07/01/2020,CERTIFIED
203,INDOTRONIX INTERNATIONAL CORPORATION,BUSINESS ANALYST,"87,680","COPPELL, TX",08/26/2020,09/02/2020,CERTIFIED
204,KUCHEROV GLOBAL SOLUTIONS LLC,BUSINESS ANALYST,"87,700","CONROE, TX",04/22/2020,10/01/2020,DENIED
205,KUCHEROV GLOBAL SOLUTIONS LLC,BUSINESS ANALYST,"87,700","CONROE, TX",05/18/2020,10/01/2020,CERTIFIED
206,RELIANT VISION GROUP INC,BUSINESS ANALYST,"88,000","NEW YORK, NY",02/25/2020,03/04/2020,CERTIFIED
207,RELIANT VISION GROUP INC,BUSINESS ANALYST,"88,000","NEW YORK, NY",02/25/2020,02/25/2020,CERTIFIED
208,JRSS CORPORATION,BUSINESS ANALYST,"88,000","MADISON, WI",05/06/2020,10/01/2020,CERTIFIED
209,BUSINESS INTELLIGENCE SYSTEMS INC,BUSINESS ANALYST,"88,000","DUNN LORING, VA",06/25/2020,07/07/2020,CERTIFIED
210,I-LINK SOLUTIONS INC,BUSINESS ANALYST,"88,000","WASHINGTON DC, DC",07/10/2020,09/30/2020,CERTIFIED
211,TRAXNYC CORP,BUSINESS ANALYST,"88,000","NEW YORK, NY",08/31/2020,02/17/2021,CERTIFIED
212,POPULUS GROUP LLC,BUSINESS ANALYST,"88,200","DETROIT, MI",05/04/2020,09/29/2020,CERTIFIED
213,LOGISTIC SOLUTIONS INC,BUSINESS ANALYST,"88,720","NEW YORK, NY",07/07/2020,07/07/2020,CERTIFIED
214,LOGISTIC SOLUTIONS INC,BUSINESS ANALYST,"88,720","NEW YORK, NY",08/19/2020,01/04/2021,CERTIFIED
215,INTEGRATED RESOURCES INC,BUSINESS ANALYST,"88,880","NEWARK, NJ",04/28/2020,04/28/2020,CERTIFIED
216,ECONTENTI INC,BUSINESS ANALYST,"88,940","COLUMBIA, MD",07/21/2020,07/22/2020,CERTIFIED
217,RESTAURANTS 101 INC,BUSINESS ANALYST,"90,000","FREMONT, CA",04/06/2020,10/01/2020,CERTIFIED
218,HUMMINGBIRD MARKETING AGENCY INC,BUSINESS ANALYST,"90,000","NEW YORK, NY",04/09/2020,10/01/2020,CERTIFIED
219,VASTEK INC,BUSINESS ANALYST,"90,000","NEW YORK, NY",05/20/2020,09/01/2020,CERTIFIED
220,HIRE IT PEOPLE INC,BUSINESS ANALYST,"90,000","DORCHESTER, MA",05/25/2020,10/01/2020,CERTIFIED
221,PRIMESOFT INC,BUSINESS ANALYST,"90,000","CHARLOTTE, NC",07/15/2020,07/23/2020,CERTIFIED
222,BUSINESS INTELLIGENCE SYSTEMS INC,BUSINESS ANALYST,"90,000","COLUMBIA, MD",07/21/2020,07/27/2020,CERTIFIED
223,EPITEC INC,BUSINESS ANALYST,"90,300","TAYLOR, MI",03/26/2020,05/23/2020,WITHDRAWN
224,EPITEC INC,BUSINESS ANALYST,"90,300","TAYLOR, MI",03/27/2020,05/23/2020,CERTIFIED
225,POPULUS GROUP LLC,BUSINESS ANALYST,"90,400","RAYMOND, OH",01/20/2020,03/31/2020,CERTIFIED
226,POPULUS GROUP LLC,BUSINESS ANALYST,"90,400","RAYMOND, OH",02/17/2020,03/31/2020,CERTIFIED
227,INTEGRATED RESOURCES INC,BUSINESS ANALYST,"90,700","STAMFORD, CT",06/10/2020,10/01/2020,CERTIFIED
228,TRISTAR RETAILSINC,BUSINESS ANALYST,"92,000","HOUSTON, TX",03/11/2020,09/10/2020,CERTIFIED
229,IB SYSTEMS INC,BUSINESS ANALYST,"92,880","PISCATAWAY, NJ",06/08/2020,10/01/2020,CERTIFIED
230,S&R IT INC,BUSINESS ANALYST,"92,880","MELVILLE, NY",06/12/2020,10/01/2020,CERTIFIED
231,S&R IT INC,BUSINESS ANALYST,"92,880","MELVILLE, NY",06/12/2020,10/01/2020,CERTIFIED
232,S&R IT INC,BUSINESS ANALYST,"92,880","MELVILLE, NY",06/12/2020,10/01/2020,CERTIFIED
233,S&R IT INC,BUSINESS ANALYST,"92,880","MELVILLE, NY",06/12/2020,10/01/2020,CERTIFIED
234,S&R IT INC,BUSINESS ANALYST,"92,880","MELVILLE, NY",06/12/2020,10/01/2020,CERTIFIED
235,S&R IT INC,BUSINESS ANALYST,"92,880","MELVILLE, NY",06/12/2020,10/01/2020,CERTIFIED
236,ARNEX SOLUTIONS LLC,BUSINESS ANALYST,"92,880","WOODBRIDGE, NJ",06/19/2020,10/01/2020,CERTIFIED
237,TECHPOINT LLC,BUSINESS ANALYST,"93,360","BETHESDA, MD",05/15/2020,10/01/2020,CERTIFIED - WITHDRAWN
238,TECHPOINT LLC,BUSINESS ANALYST,"93,360","BETHESDA, MD",05/29/2020,10/01/2020,CERTIFIED
239,TECHLIGENT SYSTEMS INC,BUSINESS ANALYST,"94,000","GAITHERSBURG, MD",01/13/2020,01/20/2020,CERTIFIED
240,WIT INC,BUSINESS ANALYST,"94,000","VIENNA, VA",06/15/2020,10/01/2020,CERTIFIED
241,XCELTECH INC,BUSINESS ANALYST,"94,000","WOODLAWN, MD",06/17/2020,06/29/2020,CERTIFIED
242,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"94,240","SANTA CLARA, CA",06/18/2020,10/01/2020,CERTIFIED
243,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"94,240","SAN JOSE, CA",06/18/2020,10/01/2020,CERTIFIED
244,SOFTWARE GUIDANCE & ASSISTANCE INC,BUSINESS ANALYST,"96,780","NEW YORK, NY",02/19/2020,03/02/2020,CERTIFIED
245,PRIMESOFT INC,BUSINESS ANALYST,"96,780","NEW YORK, NY",02/20/2020,06/21/2020,CERTIFIED
246,PRIMESOFT INC,BUSINESS ANALYST,"96,780","NEW YORK, NY",03/02/2020,03/09/2020,CERTIFIED
247,VELOCE CORPORATION,BUSINESS ANALYST,"97,480","SAN FRANCISCO, CA",04/15/2020,10/01/2020,CERTIFIED
248,FOCUSED HR SOLUTIONS LLC,BUSINESS ANALYST,"98,000","PHOENIX, AZ",01/06/2020,02/03/2020,CERTIFIED
249,FOCUSED HR SOLUTIONS LLC,BUSINESS ANALYST,"98,000","PHOENIX, AZ",08/14/2020,01/31/2021,CERTIFIED
250,FOCUSED HR SOLUTIONS LLC,BUSINESS ANALYST,"98,000","PHOENIX, AZ",09/22/2020,01/31/2021,CERTIFIED
251,PRECISION TECHNOLOGIES CORP,BUSINESS ANALYST,"101,340","WASHINGTON, DC 20006, DC",03/30/2020,09/29/2020,CERTIFIED
252,CANVAS INFOTECH INC,BUSINESS ANALYST,"101,400","MENLO PARK, CA",04/01/2020,10/01/2020,CERTIFIED
253,TURNBERRY SOLUTIONS INC,BUSINESS ANALYST,"102,000","NORRISTOWN, PA",02/07/2020,03/26/2020,CERTIFIED
254,POPULUS GROUP LLC,BUSINESS ANALYST,"102,000","HARTFORD, CT",02/25/2020,03/04/2020,CERTIFIED
255,POPULUS GROUP LLC,BUSINESS ANALYST,"102,000","HARTFORD, CT",02/25/2020,03/04/2020,CERTIFIED
256,ICAR EXOTICS,BUSINESS ANALYST,"102,000","ARCADIA, CA",08/27/2020,10/01/2020,CERTIFIED
257,POPULUS GROUP LLC,BUSINESS ANALYST,"102,000","BLOOMINGTON, IL",09/23/2020,12/31/2020,CERTIFIED
258,GREENWICH VILLAGE FARM INC,BUSINESS ANALYST,"104,000","NEW YORK, NY",06/22/2020,10/01/2020,CERTIFIED
259,APEX TECHNOLOGY SYSTEMS INC,BUSINESS ANALYST,"104,000","COLUMBUS, OH",07/20/2020,07/20/2020,CERTIFIED
260,ALPHA CLINICAL SYSTEMS INC,BUSINESS ANALYST,"104,000","NEW YORK, NY",07/24/2020,01/01/2021,CERTIFIED
261,RICEFW TECHNOLOGIES INC,BUSINESS ANALYST,"104,000","PEKIN, IL",09/08/2020,09/16/2020,CERTIFIED
262,LOVEFOODIES INC,BUSINESS ANALYST,"105,340","SAN JOSE, CA",05/08/2020,10/01/2020,CERTIFIED
263,ON OFF SHORE CONSULTANTS INC,BUSINESS ANALYST,"105,740","ELMHURST, NY",02/24/2020,04/27/2020,CERTIFIED
264,AKBAR & ASSOCIATES INC,BUSINESS ANALYST,"105,740","JERSEY CITY, NJ",02/25/2020,05/10/2020,CERTIFIED
265,TURNBERRY SOLUTIONS INC,BUSINESS ANALYST,"106,180","MALVERN, PA",02/07/2020,03/12/2020,CERTIFIED
266,ZJ FUTURE LLC,BUSINESS ANALYST,"107,000","SAN JOSE, CA",09/04/2020,10/01/2020,CERTIFIED
267,ZJ FUTURE US LLC,BUSINESS ANALYST,"107,000","SAN JOSE, CA",09/18/2020,10/01/2020,CERTIFIED
268,INCEPT DATA SOLUTIONS INC,BUSINESS ANALYST,"108,000","COLUMBIA, SC",03/02/2020,03/08/2020,CERTIFIED
269,INCEPT SOLUTIONS INC,BUSINESS ANALYST,"108,000","COLUMBIA, SC",03/02/2020,08/31/2020,CERTIFIED
270,POPULUS GROUP LLC,BUSINESS ANALYST,"108,000","FOX RIVER GROVE, IL",03/12/2020,09/11/2020,CERTIFIED
271,IT CATS LLC DBA,BUSINESS ANALYST,"109,300","NEW YORK, NY",04/28/2020,04/28/2020,CERTIFIED
272,ESSEY GROUP LLC,BUSINESS ANALYST,"110,000","BROOKLYN, NY",02/12/2020,02/17/2020,CERTIFIED
273,GCOM SOFTWARE LLC,BUSINESS ANALYST,"110,000","ALBANY, NY",03/11/2020,07/11/2020,CERTIFIED
274,SCOPUS IT INC,BUSINESS ANALYST,"110,000","MOUNTAIN VIEW, CA",04/14/2020,10/01/2020,CERTIFIED
275,POPULUS GROUP LLC,BUSINESS ANALYST,"110,000","ROCKVILLE, MD",04/17/2020,05/04/2020,WITHDRAWN
276,POPULUS GROUP LLC,BUSINESS ANALYST,"110,000","ROCKVILLE, MD",04/17/2020,05/04/2020,CERTIFIED
277,SCOPUS IT INC,BUSINESS ANALYST,"110,000","MOUNTAIN VIEW, CA",08/07/2020,08/17/2020,CERTIFIED
278,ANALYSTS INTERNATIONAL CORPORATION,BUSINESS ANALYST,"110,000","ROCHESTER, MN",08/19/2020,08/26/2020,CERTIFIED
279,POPULUS GROUP LLC,BUSINESS ANALYST,"114,000","DURHAM, NC",03/06/2020,03/16/2020,WITHDRAWN
280,BEACON HILL STAFFING GROUP LLC,BUSINESS ANALYST,"114,000","SAN FRANCISCO, CA",02/28/2020,03/23/2020,CERTIFIED - WITHDRAWN
281,POPULUS GROUP LLC,BUSINESS ANALYST,"114,000","DURHAM, NC",03/06/2020,03/16/2020,CERTIFIED
282,POPULUS GROUP LLC,BUSINESS ANALYST,"120,000","CINCINNATI, OH",01/02/2020,02/10/2020,WITHDRAWN
283,POPULUS GROUP LLC,BUSINESS ANALYST,"120,000","CINCINNATI, OH",01/02/2020,02/10/2020,CERTIFIED
284,POPULUS GROUP LLC,BUSINESS ANALYST,"120,000","BOSTON, MA",03/10/2020,09/09/2020,CERTIFIED
285,ANALYSTS INTERNATIONAL CORPORATION,BUSINESS ANALYST,"120,000","COLUMBUS, OH",07/01/2020,07/07/2020,CERTIFIED
286,POPULUS GROUP LLC,BUSINESS ANALYST,"120,000","SUNNYVALE, CA",09/15/2020,12/31/2020,CERTIFIED
287,POPULUS GROUP LLC,BUSINESS ANALYST,"120,000","SUNNYVALE, CA",09/15/2020,12/31/2020,CERTIFIED
288,POPULUS GROUP LLC,BUSINESS ANALYST,"124,000","CAMBRIDGE, MA",01/27/2020,02/09/2020,CERTIFIED
289,POPULUS GROUP LLC,BUSINESS ANALYST,"130,000","CINCINNATI, OH",01/02/2020,02/10/2020,CERTIFIED
290,ELIASSEN GROUP LLC,BUSINESS ANALYST,"132,000","NATICK, MA",04/24/2020,05/04/2020,CERTIFIED
291,DIGITAL INTELLIGENCE SYSTEMS LLC (DISYS),BUSINESS ANALYST,"132,000","NEW YORK, NY",09/08/2020,10/01/2020,CERTIFIED
292,AKBAR & ASSOCIATES INC,BUSINESS ANALYST,"146,940","JERSEY CITY, NJ",02/25/2020,02/26/2020,CERTIFIED
293,GCOM SOFTWARE LLC,BUSINESS ANALYST,"150,000","KENDALL PARK, NJ",06/30/2020,07/20/2020,CERTIFIED
294,GCOM SOFTWARE LLC,BUSINESS ANALYST,"156,000","BROOKLYN, NY",06/17/2020,06/28/2020,CERTIFIED
295,GCOM SOFTWARE LLC,BUSINESS ANALYST,"156,000","BROOKLYN, NY",08/12/2020,09/01/2020,CERTIFIED
296,NORGATE TECHNOLOGY INC,BUSINESS ANALYST,"160,000","NEW YORK, NY",06/02/2020,07/01/2020,CERTIFIED
297,CURRIER MCCABE & ASSOCIATES INC,BUSINESS ANALYST,"170,000","BROOKLYN, NY",01/30/2020,02/01/2020,CERTIFIED
298,PROCOM SERVICES AMERICA INC,BUSINESS ANALYST,"196,000","JERSEY CITY, NJ",03/09/2020,03/16/2020,CERTIFIED
299,GTEX USA INC,BUSINESS ANALYST,"45,386","ORLANDO, FL",06/02/2020,10/01/2020,CERTIFIED
300,TRASTAR INC,BUSINESS ANALYST,"46,500","RICHARDSON, TX",01/10/2020,02/01/2020,CERTIFIED
301,SANDHILLS GLOBAL INC,BUSINESS ANALYST,"46,800","LINCOLN, NE",05/18/2020,10/01/2020,CERTIFIED
302,RESEARCHUSA LLC,BUSINESS ANALYST,"46,904","OMAHA, NE",05/26/2020,10/01/2020,CERTIFIED
303,MIDWEST GOODS INC,BUSINESS ANALYST,"47,000","BENSENVILLE, IL",03/29/2020,09/28/2020,DENIED
304,MIDWEST GOODS INC,BUSINESS ANALYST,"47,000","BENSENVILLE, IL",05/11/2020,10/01/2020,CERTIFIED
305,MARTIN FLYER JEWELRY LLC,BUSINESS ANALYST,"48,000","NEW YORK, NY",01/10/2020,02/23/2020,CERTIFIED
306,MARTIN FLYER JEWELRY LLC,BUSINESS ANALYST,"48,000","NEW YORK, NY",04/09/2020,05/01/2020,CERTIFIED
307,QUANTUM TECHNOLOGIES LLC,BUSINESS ANALYST,"48,006","BREA, CA",06/16/2020,10/01/2020,CERTIFIED
308,WINE RETRIEVER LLC,BUSINESS ANALYST,"50,000","FARMERS BRANCH, TX",03/24/2020,09/21/2020,CERTIFIED
309,ITALK GLOBAL COMMUNICATIONS INC,BUSINESS ANALYST,"50,000","MCLEAN, VA",09/21/2020,10/09/2020,CERTIFIED
310,TURBOCOATING CORP,BUSINESS ANALYST,"50,052","HICKORY, NC",06/08/2020,10/30/2020,CERTIFIED
311,SANCTITYINTERNATIONAL LLC,BUSINESS ANALYST,"50,794","COLUMBIA, SC",04/13/2020,10/01/2020,CERTIFIED
312,SANCTITYINTERNATIONAL LLC,BUSINESS ANALYST,"50,794","COLUMBIA, SC",04/13/2020,10/01/2020,CERTIFIED
313,HALO BRANDED SOLUTIONS INC,BUSINESS ANALYST,"51,500","STERLING, IL",03/12/2020,09/10/2020,CERTIFIED
314,BASS PRO LLC,BUSINESS ANALYST,"52,000","SPRINGFIELD, MO",04/13/2020,04/20/2020,CERTIFIED
315,OLD SAIGON LLC,BUSINESS ANALYST,"52,000","HOUSTON, TX",05/26/2020,10/01/2020,CERTIFIED
316,TECHNOLOGY HUB INC,BUSINESS ANALYST,"52,000","MILWAUKEE, WI",06/17/2020,10/01/2020,CERTIFIED
317,INSURANCE TECHNOLOGIES CORPORATION,BUSINESS ANALYST,"53,000","DULUTH, GA",04/20/2020,10/01/2020,CERTIFIED
318,INMAR INC,BUSINESS ANALYST,"53,269","WINSTON SALEM, NC",04/16/2020,10/01/2020,CERTIFIED
319,SALT LIGHT LLC,BUSINESS ANALYST,"53,747","NEWTON, MA",09/14/2020,10/01/2020,CERTIFIED
320,BOWLING GREEN STATE UNIVERSITY,BUSINESS ANALYST,"54,060","BOWLING GREEN, OH",03/18/2020,09/16/2020,CERTIFIED
321,TULIP INTERFACES INC,BUSINESS ANALYST,"54,163","SOMERVILLE, MA",02/21/2020,08/14/2020,CERTIFIED
322,JMJS INC D/B/A COE DISTRIBUTING,BUSINESS ANALYST,"54,725","SMOCK, PA",03/03/2020,08/21/2020,CERTIFIED
323,GLOBAL DATA CONSORTIUM INC,BUSINESS ANALYST,"54,808","RALEIGH, NC",09/17/2020,10/01/2020,CERTIFIED
324,ADVISER COMPLIANCE ASSOCIATES LLC,BUSINESS ANALYST,"55,000","NEW YORK, NY",02/28/2020,03/05/2020,CERTIFIED
325,ADVISER COMPLIANCE ASSOCIATES LLC,BUSINESS ANALYST,"55,000","NEW YORK, NY",03/27/2020,09/09/2020,CERTIFIED
326,MILLER FRISHMAN GROUP LLC,BUSINESS ANALYST,"55,000","DENVER, CO",04/29/2020,10/01/2020,CERTIFIED
327,JOHN WILEY & SONS INC,BUSINESS ANALYST,"55,000","MINNEAPOLIS, MN",05/12/2020,10/01/2020,CERTIFIED
328,ICEKREDIT INC,BUSINESS ANALYST,"55,000","WESTLAKE VILLAGE, CA",09/03/2020,10/01/2020,CERTIFIED
329,PC CONNECTION INC DBA CONNECTION,BUSINESS ANALYST,"55,037","MERRIMACK, NH",04/24/2020,10/01/2020,CERTIFIED
330,PC CONNECTION INC DBA CONNECTION,BUSINESS ANALYST,"55,037","MERRIMACK, NH",04/24/2020,10/01/2020,CERTIFIED
331,CLOUD BC LABS INC,BUSINESS ANALYST,"55,037","TAMPA, FL",06/04/2020,10/01/2020,CERTIFIED
332,EXTRA FINANCIAL INC,BUSINESS ANALYST,"56,900","PASADENA, CA",04/28/2020,10/01/2020,CERTIFIED
333,VICTORY PACKAGING LP,BUSINESS ANALYST,"56,992","HOUSTON, TX",03/17/2020,09/02/2020,CERTIFIED
334,KPISOFT USA INC,BUSINESS ANALYST,"57,000","HOUSTON, TX",03/14/2020,09/02/2020,CERTIFIED
335,ROBOTICS TECHNOLOGIES LLC,BUSINESS ANALYST,"57,242","JEFFERSON CITY, MO",05/21/2020,10/01/2020,CERTIFIED
336,MYLAN INC,BUSINESS ANALYST,"57,741","CANONSBURG, PA",04/01/2020,09/05/2020,CERTIFIED
337,INTEGRAL INFORMATION SYSTEMS LLC,BUSINESS ANALYST,"57,803","BUFFALO, NY",06/15/2020,10/01/2020,CERTIFIED
338,ODACITE INC,BUSINESS ANALYST,"57,886","VAN NUYS, CA",06/08/2020,10/01/2020,CERTIFIED
339,PRICE FOR PROFIT LLC,BUSINESS ANALYST,"57,999","BEACHWOOD, OH",02/19/2020,08/19/2020,CERTIFIED
340,OSI SYSTEMS INC,BUSINESS ANALYST,"58,000","HAWTHORNE, CA",04/08/2020,10/01/2020,CERTIFIED
341,SMART TECH INC,BUSINESS ANALYST,"58,000","HUNTINGTON BEACH, CA",05/28/2020,10/01/2020,CERTIFIED
342,NIIT TECHNOLOGIES LIMITED,BUSINESS ANALYST,"58,136","GREENSBORO, NC",08/05/2020,01/01/2021,CERTIFIED
343,ADO STAFFING INC,BUSINESS ANALYST,"58,305","JACKSONVILLE, FL",06/13/2020,10/01/2020,CERTIFIED
344,SOFTPATH SYSTEM LLC,BUSINESS ANALYST,"58,406","MIAMI, FL",04/09/2020,10/01/2020,CERTIFIED
345,INFO-MATRIX CORPORATION,BUSINESS ANALYST,"58,552","HARRISBURG, PA",03/04/2020,09/03/2020,CERTIFIED
346,EMPIRE TODAY LLC,BUSINESS ANALYST,"58,552","NORTHLAKE, IL",03/15/2020,09/14/2020,CERTIFIED - WITHDRAWN
347,EMPIRE TODAY LLC,BUSINESS ANALYST,"58,552","NORTHLAKE, IL",04/23/2020,10/01/2020,CERTIFIED
348,SCIOINSPIRE CORPORATION,BUSINESS ANALYST,"58,656","JACKSONVILLE, FL",05/05/2020,10/01/2020,CERTIFIED
349,INTUIT INC,BUSINESS ANALYST,"58,843","TUCSON, AZ",02/14/2020,08/13/2020,CERTIFIED
350,STOCKX LLC,BUSINESS ANALYST,"59,500","DETROIT, MI",03/13/2020,09/08/2020,DENIED
351,RXSENSE HOLDINGS LLC,BUSINESS ANALYST,"59,590","NEW YORK, NY",04/22/2020,10/01/2020,CERTIFIED
352,RXSENSE HOLDINGS LLC,BUSINESS ANALYST,"59,590","NEW YORK, NY",04/22/2020,10/01/2020,CERTIFIED
353,RXSENSE HOLDINGS LLC,BUSINESS ANALYST,"59,590","NEW YORK, NY",05/08/2020,10/01/2020,CERTIFIED
354,THE BRUNSWICK GROUP ASSOCIATES INC,BUSINESS ANALYST,"59,987","NEW BRUNSWICK, NJ",02/24/2020,08/22/2020,CERTIFIED
355,CHOWBUS INC,BUSINESS ANALYST,"60,000","CHICAGO, IL",02/10/2020,08/06/2020,CERTIFIED
356,NBCUNIVERSAL MEDIA LLC,BUSINESS ANALYST,"60,000","CENTENNIAL, CO",03/10/2020,08/25/2020,CERTIFIED
357,PRIMETALS TECHNOLOGIES USA LLC,BUSINESS ANALYST,"60,000","WORCESTER, MA",03/10/2020,09/08/2020,CERTIFIED
358,MIDLAND CREDIT MANAGEMENT INC,BUSINESS ANALYST,"60,000","SAN DIEGO, CA",03/10/2020,08/03/2020,CERTIFIED
359,MIDLAND CREDIT MANAGEMENT INC,BUSINESS ANALYST,"60,000","ROANOKE, VA",03/11/2020,08/03/2020,CERTIFIED
360,EOS ENERGY STORAGE LLC,BUSINESS ANALYST,"60,000","EDISON, NJ",03/20/2020,09/01/2020,CERTIFIED
361,PROFESSIONAL RESOURCE MANAGEMENT OF WIREGRASS LLC,BUSINESS ANALYST,"60,000","DOTHAN, AL",03/20/2020,08/15/2020,CERTIFIED
362,PROFESSIONAL RESOURCE MANAGEMENT OF WIREGRASS LLC,BUSINESS ANALYST,"60,000","DOTHAN, AL",03/20/2020,08/15/2020,CERTIFIED
363,PROFESSIONAL RESOURCE MANAGEMENT OF WIREGRASS LLC,BUSINESS ANALYST,"60,000","DOTHAN, AL",03/20/2020,08/15/2020,CERTIFIED
364,OBJECTSTREAM INC,BUSINESS ANALYST,"60,000","OKLAHOMA CITY, OK",03/24/2020,09/23/2020,CERTIFIED
365,GLOBAL LENDING SERVICES LLC,BUSINESS ANALYST,"60,000","GREENVILLE, SC",03/25/2020,08/04/2020,CERTIFIED
366,NEXTGEN SOLUTIONS INC,BUSINESS ANALYST,"60,000","FRANKFORT, KY",04/07/2020,10/01/2020,CERTIFIED
367,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/14/2020,04/21/2020,CERTIFIED
368,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/14/2020,04/21/2020,CERTIFIED
369,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/14/2020,04/21/2020,CERTIFIED
370,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/14/2020,04/21/2020,CERTIFIED
371,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/14/2020,04/21/2020,CERTIFIED
372,ELLUCIAN COMPANY LP,BUSINESS ANALYST,"60,000","DOVER, DE",04/21/2020,09/07/2020,CERTIFIED
373,ICEKREDIT INC,BUSINESS ANALYST,"60,000","WESTLAKE VILLAGE, CA",04/23/2020,10/01/2020,CERTIFIED
374,RELIABLE SOFTWARE RESOURCES,BUSINESS ANALYST,"60,000","NORTHVILLE, MI",04/29/2020,10/01/2020,CERTIFIED
375,ITSUTRA INC,BUSINESS ANALYST,"60,000","MESA, AZ",04/29/2020,10/01/2020,CERTIFIED
376,ITSUTRA INC,BUSINESS ANALYST,"60,000","EDEN PRAIRIE, MN",04/29/2020,10/01/2020,CERTIFIED
377,ANJANEYAP INC,BUSINESS ANALYST,"60,000","ORLANDO, FL",05/01/2020,10/01/2020,CERTIFIED
378,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","ATLANTA, GA",05/05/2020,05/11/2020,CERTIFIED
379,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","ATLANTA, GA",05/05/2020,05/11/2020,CERTIFIED
380,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","ATLANTA, GA",05/05/2020,05/11/2020,CERTIFIED
381,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","ATLANTA, GA",05/05/2020,05/11/2020,CERTIFIED
382,CIBER GLOBAL LLC,BUSINESS ANALYST,"60,000","DEARBORN, MI",05/09/2020,05/11/2020,CERTIFIED
383,CIBER GLOBAL LLC,BUSINESS ANALYST,"60,000","DEARBORN, MI",05/09/2020,05/11/2020,CERTIFIED
384,TEKBASIC LLC,BUSINESS ANALYST,"60,000","OKLAHOMA CITY, OK",05/13/2020,10/01/2020,CERTIFIED
385,CONNATIX NATIVE EXCHANGE INC,BUSINESS ANALYST,"60,000","NEW YORK, NY",05/19/2020,10/01/2020,CERTIFIED
386,GENPACT LLC,BUSINESS ANALYST,"60,000","CHICAGO, IL",05/19/2020,10/01/2020,CERTIFIED
387,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",06/03/2020,06/03/2020,CERTIFIED
388,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",06/03/2020,06/03/2020,CERTIFIED
389,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",06/03/2020,06/03/2020,CERTIFIED
390,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",06/03/2020,06/03/2020,CERTIFIED
391,CALIBER IT SOLUTIONS INC,BUSINESS ANALYST,"60,000","SAN LUIS OBISPO, CA",06/04/2020,10/01/2020,CERTIFIED
392,TECHNOSOFT CORPORATION,BUSINESS ANALYST,"60,000","TROY, MI",06/09/2020,10/01/2020,CERTIFIED
393,TEKBASIC LLC,BUSINESS ANALYST,"60,000","OKLAHOMA CITY, OK",06/10/2020,10/01/2020,CERTIFIED
394,THE RMJ GP LLC,BUSINESS ANALYST,"60,000","DAVIE, FL",06/11/2020,07/01/2020,CERTIFIED
395,ALTEN TECHNOLOGY USA INC,BUSINESS ANALYST,"60,000","GREENSBORO, NC",06/12/2020,10/01/2020,CERTIFIED
396,INFOGAIN CORPORATION,BUSINESS ANALYST,"60,000","COLLIERVILLE, TN",06/15/2020,10/01/2020,CERTIFIED
397,VISION IT USA INC,BUSINESS ANALYST,"60,000","FRANKFORT, KY",06/18/2020,10/01/2020,CERTIFIED
398,ENERGY DEVELOPMENTS INC,BUSINESS ANALYST,"60,000","EAST LANSING, MI",07/02/2020,08/10/2020,CERTIFIED
399,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/16/2020,04/22/2020,CERTIFIED - WITHDRAWN
400,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/16/2020,04/22/2020,CERTIFIED - WITHDRAWN
401,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/16/2020,04/22/2020,CERTIFIED - WITHDRAWN
402,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"60,000","TAMPA, FL",04/16/2020,04/22/2020,CERTIFIED - WITHDRAWN
403,RISK THEORY LLC,BUSINESS ANALYST,"60,000","DALLAS, TX",09/15/2020,10/01/2020,CERTIFIED
